"treeid","common_name","age_class","canopy_radius","condition_class","desirability","height_class","overhead_lines","planting_type","root_infringement","stems","gtw_priority","estimated_value","tree_notes","est_pruning_hours","crew","date_inventoried","last_updated","other_species","i_tree_code","genus_species","genus","species","latitude","location_type","location_value","longitude","dedicated","dedication_year","dbh_1","dbh_2","dbh_3","dbh_4","dbh_5","dbh_height","adv_ass_root","adv_ass_stem","vtsa","isa_consequences","isa_failure","isa_fail_impact","isa_impact","isa_risk_rating","plant_part_concern","primary_target","secondary_target","date_rec","rcx","soils_1","soils_2","date_rec_1","prune","pruning_category","pruning_goal_1","pruning_goal_2","pruning_goal_other","pruning_system","date_rec_2","removal","date_rec_3","cable","cable_info","cable_size","date_rec_4","brace_rod","brace_rod_info","date_rec_5","date_rec_6","guy","guy_info","date_rec_7","date_rec_8","pest_disease_type_1","pest_disease_type_2","pest_disease_type_3","pest_disease_type_4","pest_disease_type_5","pest_disease_type_6","defect_other","defect_type_1","defect_type_2","defect_type_3","defect_type_4","defect_type_5","defect_type_6","addr_1","street_num","street_name","city","post_code","state","crn_light_exposure","total_height","tree_site","file_extension","filename","image_type"
1581,"Maple-Sugar","Young",,"Good",0.75,,"No",1,"51-75%",1,,386.37,"",0,"STD","3/14/18","3/14/18","","ACSA2","Acer saccharum","Acer","saccharum",40.53442764,"Street tree","Fair",-80.18350983,,1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-branch","","","","","","620 Maple Ln","620","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1582,"Maple-Red","Mature",,"Good",0.7,,"No",1,"51-75%",1,,11308.71,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53437424,"Street tree","Fair",-80.1833725,,1,28,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","628 Maple Ln","628","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1583,"Maple-Sugar","Young",,"Poor",0.75,,"No",1,"51-75%",1,"3",26.49,"",0,"STD","3/14/18","3/14/18","","ACSA2","Acer saccharum","Acer","saccharum",40.53424454,"Street tree","Fair",-80.18312836,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Crack-stem","Dead branches <=2","","","","","634 Maple Ln","634","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1584,"Maple-Sugar","Semi-mature",,"Good",0.75,,"No",1,"51-75%",1,,757.28,"",0,"STD","3/14/18","3/14/18","","ACSA2","Acer saccharum","Acer","saccharum",40.53417587,"Street tree","Fair",-80.18296051,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","640 Maple Ln","640","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1585,"Maple-Three Flower","Young",,"Good",0.7,,"No",1,"51-75%",1,,360.61,"",0,"STD","3/14/18","4/5/18","","ACTR1","Acer triflorum","Acer","triflorum",40.5341301,"Street tree","Fair",-80.18286896,,1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","640 Maple Ln","640","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1586,"Sycamore-American","Mature",,"Good",0.65,,"Within 10 ft",1,"51-75%",1,"1",36903.6,"",0,"STD","3/14/18","4/9/18","","PLOC","Platanus occidentalis","Platanus","occidentalis",40.53404236,"Street tree","Fair",-80.182724,,1,58,0,0,0,0,4.5,"No","No","Yes","Severe","Probable","Unlikely","Low","Low","Branches","Sidewalk",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Cavity-stem","Dead branches >2","Sidewalk lifting-major","Hanger","","","646 Maple Ln","646","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1587,"Maple-Sugar","Semi-mature",,"Fair",0.75,,"No",1,"51-75%",1,"2",397.41,"",0,"STD","3/14/18","3/14/18","","ACSA2","Acer saccharum","Acer","saccharum",40.53397369,"Street tree","Fair",-80.18254852,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","Cankers",,,,,,"","Dead branches <=2","Topping/heading cuts","Topping/heading cuts","","","","658 Maple Ln","658","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1588,"Maple-Sugar","Semi-mature",,"Poor",0.75,,"No",1,"51-75%",1,,662.34,"",0,"STD","3/14/18","3/14/18","","ACSA2","Acer saccharum","Acer","saccharum",40.53393936,"Street tree","Fair",-80.1824646,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-stem","","","","","","658 Maple Ln","658","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1589,"Maple-Red","Semi-mature",,"Good",0.7,,"No",1,"51-75%",1,,923.16,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53390503,"Street tree","Fair",-80.18237305,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Co-dominant stems","","","","","","662 Maple Ln","662","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1590,"Sycamore-American","Mature",,"Good",0.58,,"Within 10 ft",1,"51-75%",1,"1",20000.17,"",0,"STD","3/14/18","3/14/18","","PLOC","Platanus occidentalis","Platanus","occidentalis",40.53381729,"Street tree","Fair",-80.18225098,,1,44,0,0,0,0,4.5,"No","No","Yes","Severe","Probable","Unlikely","Low","Low","Branches","Sidewalk",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","Hanger","Cavity-suspected","","","","664 Maple Ln","664","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1591,"Maple-Red","Mature",,"Good",0.7,,"No",1,"51-75%",1,"3",4168.64,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53372192,"Street tree","Fair",-80.18204498,,1,17,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",1,"New 1","Large","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Co-dominant stems","Dead branches <=2","","","","","666 Maple Ln","666","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1592,"Maple-Red","Mature",,"Good",0.7,,"No",1,"51-75%",1,"3",7630.49,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53367996,"Street tree","Fair",-80.18193817,,1,23,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","666 Maple Ln","666","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1593,"Dogwood-Kousa","Semi-mature",,"Good",0.88,,"Within crown",1,"51-75%",1,,453.34,"",0,"STD","3/14/18","3/14/18","","COKO","Cornus kousa","Cornus","kousa",40.53374863,"Street tree","Fair",-80.18169403,,1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","712 Maple Ln","712","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1594,"Maple-Hedge","Semi-mature",,"Good",0.72,,"Within crown",1,"51-75%",1,,807.77,"",0,"STD","3/14/18","3/19/18","","ACCA","Acer campestre","Acer","campestre",40.53368759,"Street tree","Fair",-80.1815567,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","712 Maple Ln","712","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1595,"Dogwood-Kousa","Young",,"Good",0.88,,"Within crown",1,"51-75%",1,,290.14,"",0,"STD","3/14/18","3/14/18","","COKO","Cornus kousa","Cornus","kousa",40.53361511,"Street tree","Fair",-80.18140411,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","712 Maple Ln","712","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1596,"Maple-Norway","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,,408,"",0,"STD","3/14/18","3/14/18","","ACPL","Acer platanoides","Acer","platanoides",40.53354645,"Street tree","Fair",-80.18128204,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","716 Maple Ln","716","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1597,"Maple-Norway","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,,725.34,"",0,"STD","3/14/18","3/14/18","","ACPL","Acer platanoides","Acer","platanoides",40.53350067,"Street tree","Fair",-80.18115997,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","718 Maple Ln","718","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1598,"Dogwood-Kousa","Young",,"Good",0.88,,"Within crown",1,"51-75%",1,,163.2,"",0,"STD","3/14/18","3/14/18","","COKO","Cornus kousa","Cornus","kousa",40.53343201,"Street tree","Fair",-80.18103027,"Yes",1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","720 Maple Ln","720","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1599,"Cherry","Young",,"Good",0.55,,"Within crown",1,"51-75%",1,"3",102,"",0,"STD","3/14/18","3/14/18","","PR","Prunus sp","Prunus","sp",40.53340912,"Street tree","Fair",-80.18096924,"Yes",1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Develop branch structure","","Structural","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","720 Maple Ln","720","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1600,"Cherry","Mature",,"Good",0.55,,"Within crown",1,"51-75%",1,,408,"",0,"STD","3/14/18","3/19/18","Autumnalis","PR","Prunus sp","Prunus","sp",40.53337097,"Street tree","Fair",-80.18088532,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","726 Maple Ln","726","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1601,"Cherry","Mature",,"Good",0.55,,"Within crown",1,"51-75%",1,,725.34,"",0,"STD","3/14/18","3/19/18","Autumnalis","PR","Prunus sp","Prunus","sp",40.53331757,"Street tree","Fair",-80.1807785,"Yes",1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","726 Maple Ln","726","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1602,"Dogwood-Flowering","Mature",,"Good",0.6,,"Within crown",1,"51-75%",1,,445.1,"",0,"STD","3/14/18","3/14/18","","COFL","Cornus florida","Cornus","florida",40.53326035,"Street tree","Fair",-80.1806488,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","728 Maple Ln","728","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1603,"Maple-Paperbark","Young",,"Good",0.8,,"Within crown",1,"51-75%",1,,148.37,"",0,"STD","3/14/18","3/14/18","","ACGR","Acer griseum","Acer","griseum",40.53320694,"Street tree","Fair",-80.18053436,"Yes",1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","730 Maple Ln","730","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1604,"Maple-Hedge","Young",,"Good",0.72,,"Within crown",1,"51-75%",1,,263.76,"",0,"STD","3/14/18","3/19/18","","ACCA","Acer campestre","Acer","campestre",40.53307343,"Street tree","Fair",-80.18025971,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","800 Maple Ln","800","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1605,"Maple-Tatarian","Semi-mature",,"Good",0.7,,"Within crown",1,"51-75%",1,,237.38,"",0,"STD","3/14/18","4/5/18","","ACTA","Acer tataricum","Acer","tataricum",40.53302383,"Street tree","Fair",-80.18015289,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","800 Maple Ln","800","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1606,"Maple-Red","Mature",,"Good",0.7,,"Within crown",1,"51-75%",1,,10515.37,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53296661,"Street tree","Fair",-80.18003845,,1,27,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Girdling roots present (severe)","Poor branch structure","Uneven crown","","","","804 Maple Ln","804","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1607,"Maple-Norway","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,,555.34,"",0,"STD","3/14/18","3/14/18","","ACPL","Acer platanoides","Acer","platanoides",40.53290558,"Street tree","Fair",-80.17990112,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","804 Maple Ln","804","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1608,"Maple-Red","Mature",,"Good",0.7,,"Within crown",1,"51-75%",1,,8308.44,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53279877,"Street tree","Fair",-80.17965698,,1,24,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Girdling roots present (moderate)","","","","","804 Maple Ln","804","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1609,"Maple-Norway","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,"3",1133.34,"",0,"STD","3/14/18","3/14/18","","ACPL","Acer platanoides","Acer","platanoides",40.53274536,"Street tree","Fair",-80.17955017,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","804 Maple Ln","804","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1610,"Maple-Tatarian","Semi-mature",,"Good",0.72,,"Within crown",1,"51-75%",1,,949.54,"",0,"STD","3/14/18","3/14/18","","ACTA","Acer tataricum","Acer","tataricum",40.53264618,"Street tree","Fair",-80.17933655,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-branch","Girdling roots present (moderate)","","","","","804 Maple Ln","804","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1611,"Maple-Tatarian","Young",,"Fair",0.72,,"Within crown",1,"51-75%",1,"3",169.56,"",0,"STD","3/14/18","3/14/18","","ACTA","Acer tataricum","Acer","tataricum",40.53259659,"Street tree","Fair",-80.17922974,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Lean","","","","","","823 Maple Ln","823","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1612,"Maple-Norway","Mature",,"Good",0.55,,"No",1,"51-75%",1,,1371.35,"",0,"STD","3/14/18","3/14/18","","ACPL","Acer platanoides","Acer","platanoides",40.53256989,"Street tree","Fair",-80.17893982,,1,11,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","825 Maple Ln","825","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1613,"Maple-Tatarian","Mature",,"Good",0.72,,"No",1,"51-75%",1,"3",1483.65,"",0,"STD","3/14/18","3/14/18","","ACTA","Acer tataricum","Acer","tataricum",40.53263855,"Street tree","Fair",-80.17906952,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","Clearance","Clean:N/A ;Raise:Sidewalk;Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","823 Maple Ln","823","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1614,"Maple-Red","Young",,"Good",0.7,,"No",1,"51-75%",1,,129.82,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.5328331,"Street tree","Fair",-80.17951202,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","813 Maple Ln","813","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1615,"Maple-Norway","Mature",,"Good",0.55,,"No",1,"51-75%",1,"3",1632.02,"",0,"STD","3/14/18","3/14/18","","ACPL","Acer platanoides","Acer","platanoides",40.53289032,"Street tree","Fair",-80.17960358,,1,12,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Sidewalk;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","813 Maple Ln","813","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1616,"Maple-Norway","Mature",,"Good",0.55,,"No",1,"51-75%",1,,1915.35,"",0,"STD","3/14/18","3/14/18","","ACPL","Acer platanoides","Acer","platanoides",40.53294373,"Street tree","Fair",-80.17974854,,1,13,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","811 Maple Ln","811","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
